sku_id,forecast_date,day_ahead,predicted_demand,model_used,model_mae,product_name,category,unit_price,predicted_revenue
2083201,2026-01-13,13,7.85,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,358.6665
2083201,2026-01-14,14,8.72,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,398.4168
2083201,2026-01-15,15,7.79,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,355.9251
2083201,2026-01-16,16,5.76,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,263.1744
2083201,2026-01-17,17,4.17,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,190.5273
2083201,2026-01-18,18,4.21,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,192.3549
2083201,2026-01-19,19,5.86,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,267.7434
2083201,2026-01-20,20,7.86,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,359.1234
2083201,2026-01-21,21,8.73,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,398.8737
2083201,2026-01-22,22,7.8,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,356.38199999999995
2083201,2026-01-23,23,5.77,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,263.63129999999995
2083201,2026-01-24,24,4.18,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,190.9842
2083201,2026-01-25,25,4.22,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,192.81179999999998
2083201,2026-01-26,26,5.86,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,267.7434
2083201,2026-01-27,27,7.87,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,359.58029999999997
2083201,2026-01-28,28,8.73,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,398.8737
2083201,2026-01-29,29,7.8,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,356.38199999999995
2083201,2026-01-30,30,5.78,linear_regression,2.94,"Trademark Fine Art ''Wyoming Meadowlark'' by Design Turnpike 18"" x 18"" Canvas Art (ALI1254-C1818GG)",Office Supplies,45.69,264.0882
821564,2026-01-01,1,4.69,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,256.0271
821564,2026-01-02,2,3.35,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,182.87650000000002
821564,2026-01-03,3,2.26,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,123.37339999999999
821564,2026-01-04,4,2.24,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,122.28160000000003
821564,2026-01-05,5,3.31,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,180.6929
821564,2026-01-06,6,4.66,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,254.38940000000002
821564,2026-01-07,7,5.28,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,288.2352
821564,2026-01-08,8,4.69,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,256.0271
821564,2026-01-09,9,3.35,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,182.87650000000002
821564,2026-01-10,10,2.26,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,123.37339999999999
821564,2026-01-11,11,2.24,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,122.28160000000003
821564,2026-01-12,12,3.31,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,180.6929
821564,2026-01-13,13,4.66,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,254.38940000000002
821564,2026-01-14,14,5.28,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,288.2352
821564,2026-01-15,15,4.69,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,256.0271
821564,2026-01-16,16,3.35,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,182.87650000000002
821564,2026-01-17,17,2.26,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,123.37339999999999
821564,2026-01-18,18,2.24,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,122.28160000000003
821564,2026-01-19,19,3.31,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,180.6929
821564,2026-01-20,20,4.66,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,254.38940000000002
821564,2026-01-21,21,5.28,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,288.2352
821564,2026-01-22,22,4.7,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,256.57300000000004
821564,2026-01-23,23,3.35,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,182.87650000000002
821564,2026-01-24,24,2.26,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,123.37339999999999
821564,2026-01-25,25,2.24,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,122.28160000000003
821564,2026-01-26,26,3.31,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,180.6929
821564,2026-01-27,27,4.66,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,254.38940000000002
821564,2026-01-28,28,5.28,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,288.2352
821564,2026-01-29,29,4.7,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,256.57300000000004
821564,2026-01-30,30,3.35,linear_regression,1.86,"Trademark Fine Art 'Les Chateaux de la Langeais' 16"" x 20"" Black Frame Art",Office Supplies,54.59,182.87650000000002
1451113,2026-01-01,1,3.23,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,129.4907
1451113,2026-01-02,2,2.42,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,97.01780000000001
1451113,2026-01-03,3,1.73,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,69.3557
1451113,2026-01-04,4,1.67,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,66.9503
1451113,2026-01-05,5,2.3,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,92.207
1451113,2026-01-06,6,3.13,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,125.4817
1451113,2026-01-07,7,3.54,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,141.91860000000003
1451113,2026-01-08,8,3.23,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,129.4907
1451113,2026-01-09,9,2.42,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,97.01780000000001
1451113,2026-01-10,10,1.73,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,69.3557
1451113,2026-01-11,11,1.67,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,66.9503
1451113,2026-01-12,12,2.3,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,92.207
1451113,2026-01-13,13,3.13,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,125.4817
1451113,2026-01-14,14,3.54,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,141.91860000000003
1451113,2026-01-15,15,3.23,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,129.4907
1451113,2026-01-16,16,2.42,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,97.01780000000001
1451113,2026-01-17,17,1.73,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,69.3557
1451113,2026-01-18,18,1.67,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,66.9503
1451113,2026-01-19,19,2.3,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,92.207
1451113,2026-01-20,20,3.13,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,125.4817
1451113,2026-01-21,21,3.54,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,141.91860000000003
1451113,2026-01-22,22,3.23,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,129.4907
1451113,2026-01-23,23,2.42,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,97.01780000000001
1451113,2026-01-24,24,1.73,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,69.3557
1451113,2026-01-25,25,1.67,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,66.9503
1451113,2026-01-26,26,2.3,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,92.207
1451113,2026-01-27,27,3.13,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,125.4817
1451113,2026-01-28,28,3.54,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,141.91860000000003
1451113,2026-01-29,29,3.23,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,129.4907
1451113,2026-01-30,30,2.42,linear_regression,1.62,"Trademark David Ayash ""Big Sur - Bixby Bridge - California-I"" Gallery-Wrapped Canvas Art, 8"" x 19""",Office Supplies,40.09,97.01780000000001
3030937,2026-01-01,1,35.57,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,344.6733
3030937,2026-01-02,2,35.08,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,339.92519999999996
3030937,2026-01-03,3,33.09,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,320.6421
3030937,2026-01-04,4,34.54,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,334.69259999999997
3030937,2026-01-05,5,37.18,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,360.27419999999995
3030937,2026-01-06,6,32.78,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,317.6382
3030937,2026-01-07,7,33.46,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,324.2274
3030937,2026-01-08,8,34.53,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,334.5957
3030937,2026-01-09,9,34.38,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,333.1422
3030937,2026-01-10,10,34.28,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.1732
3030937,2026-01-11,11,34.45,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,333.82050000000004
3030937,2026-01-12,12,34.44,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,333.7236
3030937,2026-01-13,13,34.05,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,329.94449999999995
3030937,2026-01-14,14,34.23,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,331.6886999999999
3030937,2026-01-15,15,34.34,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.75460000000004
3030937,2026-01-16,16,34.31,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.4639
3030937,2026-01-17,17,34.3,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.36699999999996
3030937,2026-01-18,18,34.3,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.36699999999996
3030937,2026-01-19,19,34.28,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.1732
3030937,2026-01-20,20,34.26,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,331.97939999999994
3030937,2026-01-21,21,34.29,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.27009999999996
3030937,2026-01-22,22,34.3,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.36699999999996
3030937,2026-01-23,23,34.29,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.27009999999996
3030937,2026-01-24,24,34.29,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.27009999999996
3030937,2026-01-25,25,34.29,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.27009999999996
3030937,2026-01-26,26,34.28,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.1732
3030937,2026-01-27,27,34.28,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.1732
3030937,2026-01-28,28,34.29,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.27009999999996
3030937,2026-01-29,29,34.29,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.27009999999996
3030937,2026-01-30,30,34.29,moving_average_7,11.81,"Ergodyne ProFlex 7030 PU Coated Cut-Resistant Gloves, ANSI A3, Gray, Large, 1 Pair (10464)",Office Supplies,9.69,332.27009999999996
388267,2026-01-01,1,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-02,2,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-03,3,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-04,4,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-05,5,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-06,6,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-07,7,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-08,8,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-09,9,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-10,10,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-11,11,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-12,12,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-13,13,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-14,14,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-15,15,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-16,16,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
388267,2026-01-17,17,7.4,exp_smoothing_0.5,1.78,"Smead Classification Folders with SafeSHIELD Fasteners, 2"" Expansion, Letter Size, 2 Dividers, Gray/Green, 10/Box (14076)",Office Supplies,50.99,377.326
