alert_type,sku_id,priority,priority_label,message,timestamp,product_name,stockout_days,action,current_qty,safety_stock,max_level,excess_units,actual_slg,target_slg,gap_pct,current_demand,avg_demand,std_demand,order_id,supplier_id,days_late,category
STOCKOUT,2133305,1,CRITICAL,Critical stockout: 15 days without inventory,2026-03-17 14:20:55,Hygloss Mylar Roll Blue [Pack Of 4] (4PK-61203),15.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,2726340,1,CRITICAL,Critical stockout: 7 days without inventory,2026-03-17 14:20:55,Compact 4-Roll Quad Coreless Toilet Paper Dispense,7.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,29.6649831 37.5,1,CRITICAL,Critical stockout: 18 days without inventory,2026-03-17 14:20:55," <div class=""""popover__popover""""><div aria-label=""",18.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,232568,1,CRITICAL,Critical stockout: 29 days without inventory,2026-03-17 14:20:55,"Trademark Fine Art 11"" x 14"" Acrylic, Black Frame",29.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,460326,1,CRITICAL,Critical stockout: 7 days without inventory,2026-03-17 14:20:55,"Great Papers! #10 Envelopes, Red, 25/Pack (982025)",7.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,314319,2,HIGH,Stockout alert: 3 days without inventory,2026-03-17 14:20:55,"Trademark Fine Art 'Going Home' 18"" x 24"" Canvas A",3.0,Place urgent order,,,,,,,,,,,,,,Office Supplies
STOCKOUT,24323707,1,CRITICAL,Critical stockout: 27 days without inventory,2026-03-17 14:20:55,"Tape Logic® Removable Rectangle Laser Labels, 8 1/",27.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,1567181,1,CRITICAL,Critical stockout: 11 days without inventory,2026-03-17 14:20:55,SD Out 2x4 PIS,11.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,559734,1,CRITICAL,Critical stockout: 29 days without inventory,2026-03-17 14:20:55,Notice Signs; Ear Protection Required Beyond This ,29.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,24324058,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,"Vangoddy Nylon Casual Messenger Bag, Black (PT_NBK",31.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,224050,1,CRITICAL,Critical stockout: 14 days without inventory,2026-03-17 14:20:55,"Sizzix® Texturz Impressions Pad, Black",14.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,735341,1,CRITICAL,Critical stockout: 11 days without inventory,2026-03-17 14:20:55,"ComplyRight Federal Labor Law Poster, Spanish (ERF",11.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,24525857,1,CRITICAL,Critical stockout: 22 days without inventory,2026-03-17 14:20:55,AdirOffice 72'' 4-Tier Key Lock Green Steel Storag,22.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,2080941,1,CRITICAL,Critical stockout: 16 days without inventory,2026-03-17 14:20:55,Trademark Fine Art ''Sunlight Blossoming'' by Shei,16.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,24497573,2,HIGH,Stockout alert: 4 days without inventory,2026-03-17 14:20:55,"Creativity Street Wiggle Eyes Sticker Roll, Black,",4.0,Place urgent order,,,,,,,,,,,,,,Office Supplies
STOCKOUT,1207399,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,"Trademark Monica Fleet ""Just a Wonder"" Art, White ",31.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,24540214,1,CRITICAL,Critical stockout: 18 days without inventory,2026-03-17 14:20:55,"GoFit Pro Gray Men's Trainer Gloves, XL (GF-GTC-XL",18.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,1172796,1,CRITICAL,Critical stockout: 17 days without inventory,2026-03-17 14:20:55,Accuform Slip-Gard EAR PROTECTION AREA Round Floor,17.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,245145,1,CRITICAL,Critical stockout: 27 days without inventory,2026-03-17 14:20:55,Trademark Fine Art Montagnes Russes 1888' Canvas A,27.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,433204,1,CRITICAL,Critical stockout: 24 days without inventory,2026-03-17 14:20:55,Brother PC-402RF Thermal Transfer Film Refills Dua,24.0,Expedite order immediately,,,,,,,,,,,,,,Technology
STOCKOUT,1719475,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,"Rembrandt Soft Round Pastels, Raw Umber No 408.3, ",31.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10001,2,HIGH,Stockout alert: 5 days without inventory,2026-03-17 14:20:55,HP Mice - Model 430,5.0,Place urgent order,,,,,,,,,,,,,,Technology
STOCKOUT,SYN10007,2,HIGH,Stockout alert: 3 days without inventory,2026-03-17 14:20:55,Avery Pens - Model 918,3.0,Place urgent order,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10011,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,Fellowes Desks - Model 661,31.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10015,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,Dell Storage - Model 316,31.0,Expedite order immediately,,,,,,,,,,,,,,Technology
STOCKOUT,SYN10016,1,CRITICAL,Critical stockout: 28 days without inventory,2026-03-17 14:20:55,Logitech Cleaning - Model 256,28.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10019,2,HIGH,Stockout alert: 3 days without inventory,2026-03-17 14:20:55,Avery Desks - Model 589,3.0,Place urgent order,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10020,1,CRITICAL,Critical stockout: 7 days without inventory,2026-03-17 14:20:55,HP Paper Clips - Model 300,7.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10021,1,CRITICAL,Critical stockout: 22 days without inventory,2026-03-17 14:20:55,HP Monitors - Model 506,22.0,Expedite order immediately,,,,,,,,,,,,,,Technology
STOCKOUT,SYN10028,1,CRITICAL,Critical stockout: 21 days without inventory,2026-03-17 14:20:55,3M Shelving - Model 895,21.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10029,1,CRITICAL,Critical stockout: 10 days without inventory,2026-03-17 14:20:55,Avery Boxes - Model 745,10.0,Expedite order immediately,,,,,,,,,,,,,,Shipping
STOCKOUT,SYN10030,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,Fellowes Utensils - Model 897,31.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10031,1,CRITICAL,Critical stockout: 25 days without inventory,2026-03-17 14:20:55,Logitech Cables - Model 330,25.0,Expedite order immediately,,,,,,,,,,,,,,Technology
STOCKOUT,SYN10035,1,CRITICAL,Critical stockout: 24 days without inventory,2026-03-17 14:20:55,Staples Paper Clips - Model 929,24.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10036,1,CRITICAL,Critical stockout: 14 days without inventory,2026-03-17 14:20:55,HP Utensils - Model 485,14.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10041,1,CRITICAL,Critical stockout: 29 days without inventory,2026-03-17 14:20:55,Staples Shelving - Model 866,29.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10047,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,HP Mice - Model 863,31.0,Expedite order immediately,,,,,,,,,,,,,,Technology
STOCKOUT,SYN10048,1,CRITICAL,Critical stockout: 23 days without inventory,2026-03-17 14:20:55,Staples Paper Clips - Model 101,23.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10049,1,CRITICAL,Critical stockout: 10 days without inventory,2026-03-17 14:20:55,Avery Cleaning - Model 259,10.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10052,1,CRITICAL,Critical stockout: 25 days without inventory,2026-03-17 14:20:55,Staples Cups - Model 519,25.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10056,1,CRITICAL,Critical stockout: 17 days without inventory,2026-03-17 14:20:55,Dell Labels - Model 995,17.0,Expedite order immediately,,,,,,,,,,,,,,Shipping
STOCKOUT,SYN10057,1,CRITICAL,Critical stockout: 9 days without inventory,2026-03-17 14:20:55,Staples Desks - Model 787,9.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10058,1,CRITICAL,Critical stockout: 19 days without inventory,2026-03-17 14:20:55,AmazonBasics Tables - Model 537,19.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10060,2,HIGH,Stockout alert: 3 days without inventory,2026-03-17 14:20:55,AmazonBasics Staplers - Model 615,3.0,Place urgent order,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10062,1,CRITICAL,Critical stockout: 9 days without inventory,2026-03-17 14:20:55,Dell Staplers - Model 448,9.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10063,2,HIGH,Stockout alert: 5 days without inventory,2026-03-17 14:20:55,Staples Envelopes - Model 215,5.0,Place urgent order,,,,,,,,,,,,,,Shipping
STOCKOUT,SYN10064,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,AmazonBasics Boxes - Model 227,31.0,Expedite order immediately,,,,,,,,,,,,,,Shipping
STOCKOUT,SYN10066,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,HON Keyboards - Model 485,31.0,Expedite order immediately,,,,,,,,,,,,,,Technology
STOCKOUT,SYN10067,1,CRITICAL,Critical stockout: 8 days without inventory,2026-03-17 14:20:55,3M Folders - Model 275,8.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10070,2,HIGH,Stockout alert: 3 days without inventory,2026-03-17 14:20:55,Dell Coffee - Model 611,3.0,Place urgent order,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10073,1,CRITICAL,Critical stockout: 23 days without inventory,2026-03-17 14:20:55,HON Tape - Model 441,23.0,Expedite order immediately,,,,,,,,,,,,,,Shipping
STOCKOUT,SYN10074,2,HIGH,Stockout alert: 3 days without inventory,2026-03-17 14:20:55,Avery Mice - Model 363,3.0,Place urgent order,,,,,,,,,,,,,,Technology
STOCKOUT,SYN10077,1,CRITICAL,Critical stockout: 7 days without inventory,2026-03-17 14:20:55,HON Tape - Model 769,7.0,Expedite order immediately,,,,,,,,,,,,,,Shipping
STOCKOUT,SYN10079,1,CRITICAL,Critical stockout: 9 days without inventory,2026-03-17 14:20:55,Avery Boxes - Model 740,9.0,Expedite order immediately,,,,,,,,,,,,,,Shipping
STOCKOUT,SYN10083,2,HIGH,Stockout alert: 3 days without inventory,2026-03-17 14:20:55,3M Tables - Model 796,3.0,Place urgent order,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10087,1,CRITICAL,Critical stockout: 18 days without inventory,2026-03-17 14:20:55,Office Depot Labels - Model 279,18.0,Expedite order immediately,,,,,,,,,,,,,,Shipping
STOCKOUT,SYN10088,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,HON Mice - Model 707,31.0,Expedite order immediately,,,,,,,,,,,,,,Technology
STOCKOUT,SYN10092,1,CRITICAL,Critical stockout: 26 days without inventory,2026-03-17 14:20:55,Staples Cups - Model 516,26.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10101,1,CRITICAL,Critical stockout: 12 days without inventory,2026-03-17 14:20:55,Logitech Pens - Model 897,12.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10105,1,CRITICAL,Critical stockout: 17 days without inventory,2026-03-17 14:20:55,AmazonBasics Packaging - Model 495,17.0,Expedite order immediately,,,,,,,,,,,,,,Shipping
STOCKOUT,SYN10107,1,CRITICAL,Critical stockout: 21 days without inventory,2026-03-17 14:20:55,Avery Staplers - Model 141,21.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10110,1,CRITICAL,Critical stockout: 14 days without inventory,2026-03-17 14:20:55,3M Staplers - Model 618,14.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10113,1,CRITICAL,Critical stockout: 29 days without inventory,2026-03-17 14:20:55,3M Boxes - Model 599,29.0,Expedite order immediately,,,,,,,,,,,,,,Shipping
STOCKOUT,SYN10114,1,CRITICAL,Critical stockout: 14 days without inventory,2026-03-17 14:20:55,Fellowes Staplers - Model 903,14.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10119,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,Staples Coffee - Model 508,31.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10121,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,Avery Filing Cabinets - Model 775,31.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10123,1,CRITICAL,Critical stockout: 22 days without inventory,2026-03-17 14:20:55,3M Staplers - Model 985,22.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10129,2,HIGH,Stockout alert: 5 days without inventory,2026-03-17 14:20:55,AmazonBasics Packaging - Model 352,5.0,Place urgent order,,,,,,,,,,,,,,Shipping
STOCKOUT,SYN10132,1,CRITICAL,Critical stockout: 27 days without inventory,2026-03-17 14:20:55,Staples Binders - Model 878,27.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10134,2,HIGH,Stockout alert: 4 days without inventory,2026-03-17 14:20:55,Staples Pens - Model 504,4.0,Place urgent order,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10135,1,CRITICAL,Critical stockout: 8 days without inventory,2026-03-17 14:20:55,Avery Coffee - Model 962,8.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10138,1,CRITICAL,Critical stockout: 26 days without inventory,2026-03-17 14:20:55,Fellowes Pens - Model 545,26.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10141,1,CRITICAL,Critical stockout: 13 days without inventory,2026-03-17 14:20:55,Logitech Cleaning - Model 500,13.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10143,2,HIGH,Stockout alert: 3 days without inventory,2026-03-17 14:20:55,3M Snacks - Model 405,3.0,Place urgent order,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10145,1,CRITICAL,Critical stockout: 25 days without inventory,2026-03-17 14:20:55,HP Paper Clips - Model 205,25.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10149,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,Dell Filing Cabinets - Model 795,31.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10150,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,Office Depot Shelving - Model 160,31.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10151,1,CRITICAL,Critical stockout: 24 days without inventory,2026-03-17 14:20:55,Avery Tables - Model 565,24.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10157,1,CRITICAL,Critical stockout: 30 days without inventory,2026-03-17 14:20:55,HP Cables - Model 177,30.0,Expedite order immediately,,,,,,,,,,,,,,Technology
STOCKOUT,SYN10162,1,CRITICAL,Critical stockout: 16 days without inventory,2026-03-17 14:20:55,Staples Coffee - Model 624,16.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10165,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,Avery Monitors - Model 617,31.0,Expedite order immediately,,,,,,,,,,,,,,Technology
STOCKOUT,SYN10168,1,CRITICAL,Critical stockout: 24 days without inventory,2026-03-17 14:20:55,Dell Cups - Model 922,24.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10171,1,CRITICAL,Critical stockout: 16 days without inventory,2026-03-17 14:20:55,Logitech Pens - Model 293,16.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10172,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,Avery Mice - Model 425,31.0,Expedite order immediately,,,,,,,,,,,,,,Technology
STOCKOUT,SYN10173,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,Fellowes Cups - Model 324,31.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10178,1,CRITICAL,Critical stockout: 26 days without inventory,2026-03-17 14:20:55,Avery Coffee - Model 428,26.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10179,1,CRITICAL,Critical stockout: 13 days without inventory,2026-03-17 14:20:55,Staples Shelving - Model 680,13.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10182,1,CRITICAL,Critical stockout: 29 days without inventory,2026-03-17 14:20:55,Dell Cleaning - Model 878,29.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10184,1,CRITICAL,Critical stockout: 28 days without inventory,2026-03-17 14:20:55,Fellowes Chairs - Model 700,28.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10186,1,CRITICAL,Critical stockout: 30 days without inventory,2026-03-17 14:20:55,3M Tables - Model 964,30.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10190,1,CRITICAL,Critical stockout: 29 days without inventory,2026-03-17 14:20:55,Staples Cleaning - Model 577,29.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10192,2,HIGH,Stockout alert: 4 days without inventory,2026-03-17 14:20:55,HP Envelopes - Model 388,4.0,Place urgent order,,,,,,,,,,,,,,Shipping
STOCKOUT,SYN10197,1,CRITICAL,Critical stockout: 8 days without inventory,2026-03-17 14:20:55,Fellowes Tables - Model 110,8.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10200,1,CRITICAL,Critical stockout: 31 days without inventory,2026-03-17 14:20:55,Fellowes Filing Cabinets - Model 423,31.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10202,1,CRITICAL,Critical stockout: 14 days without inventory,2026-03-17 14:20:55,Dell Pens - Model 396,14.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10203,1,CRITICAL,Critical stockout: 28 days without inventory,2026-03-17 14:20:55,Avery Staplers - Model 445,28.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10204,1,CRITICAL,Critical stockout: 10 days without inventory,2026-03-17 14:20:55,3M Folders - Model 666,10.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10205,2,HIGH,Stockout alert: 5 days without inventory,2026-03-17 14:20:55,Avery Boxes - Model 236,5.0,Place urgent order,,,,,,,,,,,,,,Shipping
STOCKOUT,SYN10206,1,CRITICAL,Critical stockout: 15 days without inventory,2026-03-17 14:20:55,HON Staplers - Model 902,15.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10207,1,CRITICAL,Critical stockout: 7 days without inventory,2026-03-17 14:20:55,3M Binders - Model 485,7.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10208,1,CRITICAL,Critical stockout: 27 days without inventory,2026-03-17 14:20:55,Staples Chairs - Model 739,27.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10212,1,CRITICAL,Critical stockout: 21 days without inventory,2026-03-17 14:20:55,Logitech Paper Clips - Model 788,21.0,Expedite order immediately,,,,,,,,,,,,,,Office Supplies
STOCKOUT,SYN10213,1,CRITICAL,Critical stockout: 7 days without inventory,2026-03-17 14:20:55,Dell Cleaning - Model 660,7.0,Expedite order immediately,,,,,,,,,,,,,,Breakroom
STOCKOUT,SYN10216,1,CRITICAL,Critical stockout: 24 days without inventory,2026-03-17 14:20:55,Office Depot Chairs - Model 601,24.0,Expedite order immediately,,,,,,,,,,,,,,Furniture
STOCKOUT,SYN10223,2,HIGH,Stockout alert: 6 days without inventory,2026-03-17 14:20:55,Dell Mice - Model 177,6.0,Place urgent order,,,,,,,,,,,,,,Technology
